name,start_read_date,end_read_date,estimated_volume,volume,grass_area,difference,difference_pct,wasted_tl,year_month
TEOMAN EREL PARKI,2019-07-01,2019-08-02,517,871,2765.0,354,68.47195357833655,7080,2019-08-01
ATA PARK,2017-06-30,2017-07-29,1321,3142,6052.0,1821,137.85011355034064,36420,2017-07-01
SÜLEYMAN TÜRKOĞLU PARKI,2019-09-03,2019-10-02,276,364,1919.0,88,31.88405797101449,1760,2019-10-01
SÜLEYMAN TÜRKOĞLU PARKI,2021-08-02,2021-08-31,345,403,1919.0,58,16.81159420289855,1160,2021-08-01
NEJAT UYGUR PARKI,2017-08-25,2017-09-28,335,633,1470.0,298,88.95522388059702,5960,2017-09-01
BERFO ANA PARKI,2016-05-27,2016-06-25,1246,1999,11200.0,753,60.43338683788122,15060,2016-06-01
BERFO ANA PARKI,2017-08-24,2017-09-28,2602,3190,11200.0,588,22.598001537279018,11760,2017-09-01
RAUF DENKTAŞ PARKI,2019-06-27,2019-07-29,1022,1394,5562.0,372,36.399217221135025,7440,2019-07-01
NEJAT UYGUR PARKI,2017-05-26,2017-06-23,107,176,1470.0,69,64.48598130841121,1380,2017-06-01
RAUF DENKTAŞ PARKI,2016-06-25,2016-07-30,1105,2277,5562.0,1172,106.0633484162896,23440,2016-07-01
ŞÜKRAN GÜNGÖR,2018-06-25,2018-07-24,190,217,1058.0,27,14.210526315789473,540,2018-07-01
İLHAN ERDOST PARKI,2016-04-29,2016-05-27,0,153,2676.0,153,0.0,3060,2016-05-01
ATAPARK,2021-01-07,2021-06-01,19,173,8271.0,154,810.5263157894736,3080,2021-06-01
EFE ECE DALMANOĞLU PARKI,2016-08-01,2016-08-29,3,14,25.0,11,366.66666666666663,220,2016-08-01
NEŞET ERTAŞ PARKI,2019-09-05,2019-10-05,470,1778,3160.0,1308,278.2978723404255,26160,2019-10-01
YUNUS EMRE PARKI,2017-10-28,2018-05-25,25,1237,4847.0,1212,4848.0,24240,2018-05-01
NEJAT UYGUR PARKI,2022-03-31,2022-04-29,0,3,1470.0,3,0.0,60,2022-04-01
AFET İNAN PARKI,2017-05-29,2017-06-29,55,82,534.0,27,49.09090909090909,540,2017-06-01
NASUH AKAR PARKI,2016-08-02,2016-09-01,125,802,803.0,677,541.6,13540,2016-09-01
ŞÜKRAN GÜNGÖR,2019-09-05,2019-10-04,150,153,1058.0,3,2.0,60,2019-10-01
ATA PARK,2018-04-24,2018-05-25,0,1107,6052.0,1107,0.0,22140,2018-05-01
NEJAT UYGUR PARKI,2022-09-06,2022-10-03,199,243,1470.0,44,22.110552763819097,880,2022-10-01
NEJAT UYGUR PARKI,2022-04-29,2022-06-02,16,109,1470.0,93,581.25,1860,2022-06-01
EFE ECE DALMANOĞLU PARKI,2020-06-01,2020-07-02,3,15,25.0,12,400.0,240,2020-07-01
SÜLEYMAN TÜRKOĞLU PARKI,2016-06-29,2016-08-01,370,807,1919.0,437,118.1081081081081,8740,2016-08-01
NEJAT UYGUR PARKI,2016-06-25,2016-07-30,292,834,1470.0,542,185.6164383561644,10840,2016-07-01
TEOMAN ÖZTÜRK PARKI,2020-04-29,2020-06-04,88,212,8000.0,124,140.9090909090909,2480,2020-06-01
AFET İNAN PARKI,2017-06-29,2017-07-27,113,158,534.0,45,39.823008849557525,900,2017-07-01
EFE ECE DALMANOĞLU PARKI,2020-11-02,2021-08-02,7,227,25.0,220,3142.8571428571427,4400,2021-08-01
AFET İNAN PARKI,2022-08-05,2022-09-06,99,647,534.0,548,553.5353535353536,10960,2022-09-01
KEMAL SUNAL PARKI,2017-08-24,2017-09-27,369,881,1600.0,512,138.75338753387533,10240,2017-09-01
KEMAL SUNAL PARKI,2018-07-24,2018-08-31,412,472,1600.0,60,14.563106796116504,1200,2018-08-01
İLHAN ERDOST PARKI,2018-03-21,2018-05-22,0,140,2676.0,140,0.0,2800,2018-05-01
YUNUS EMRE PARKI,2016-08-02,2016-08-31,743,1340,4847.0,597,80.34993270524899,11940,2016-08-01
SÜLEYMAN TÜRKOĞLU PARKI,2020-11-02,2021-05-31,0,24,1919.0,24,0.0,480,2021-05-01
RAUF DENKTAŞ PARKI,2022-04-28,2022-08-01,1491,2341,5562.0,850,57.008718980549965,17000,2022-08-01
İSMET İNÖNÜ PARKI,2017-04-27,2017-05-29,0,1010,9088.0,1010,0.0,20200,2017-05-01
ATA PARK,2016-06-27,2016-08-02,1276,2311,6052.0,1035,81.1128526645768,20700,2016-08-01
EFE ECE DALMANOĞLU PARKI,2016-11-03,2017-05-30,0,129,25.0,129,0.0,2580,2017-05-01
İLHAN ERDOST PARKI,2017-03-25,2017-04-25,0,1,2676.0,1,0.0,20,2017-04-01
SEHERGÜL ATEŞ,2016-06-28,2016-08-03,85,219,400.0,134,157.64705882352942,2680,2016-08-01
İSMET İNÖNÜ PARKI,2019-07-01,2019-07-30,1533,2638,9088.0,1105,72.0808871493803,22100,2019-07-01
KEMAL SUNAL PARKI,2018-03-21,2018-05-21,0,500,1600.0,500,0.0,10000,2018-05-01
ATA PARK,2016-09-02,2016-10-04,851,1451,6052.0,600,70.50528789659224,12000,2016-10-01
İSMET İNÖNÜ PARKI,2017-06-22,2017-07-27,2237,3807,9088.0,1570,70.183281180152,31400,2017-07-01
YUNUS EMRE PARKI,2022-05-05,2022-06-01,24,379,4847.0,355,1479.1666666666665,7100,2022-06-01
RAUF DENKTAŞ PARKI,2017-06-23,2017-07-28,1373,2099,5562.0,726,52.87691187181355,14520,2017-07-01
HAMZA AKSOY PARKI,2021-08-04,2021-09-02,332,543,1916.0,211,63.55421686746988,4220,2021-09-01
KAĞAN GÜRŞEN PARKI,2021-10-28,2022-06-01,13,87,1125.0,74,569.2307692307693,1480,2022-06-01
AYTEN BAYKAL PARKI,2016-03-01,2016-05-02,0,1,2236.0,1,0.0,20,2016-05-01
YUNUS EMRE PARKI,2018-11-02,2019-05-25,0,136,4847.0,136,0.0,2720,2019-05-01
NECATİ YURTTAKALAN PARKI,2016-03-31,2016-06-29,131,187,1011.0,56,42.74809160305343,1120,2016-06-01
ATA PARK,2018-08-31,2018-10-03,889,949,6052.0,60,6.749156355455568,1200,2018-10-01
TEOMAN ÖZTÜRK PARKI,2018-04-20,2018-05-21,0,42,8000.0,42,0.0,840,2018-05-01
ŞÜKRAN GÜNGÖR,2018-04-20,2018-05-22,0,73,1058.0,73,0.0,1460,2018-05-01
EFE ECE DALMANOĞLU PARKI,2021-08-02,2021-08-31,4,30,25.0,26,650.0,520,2021-08-01
İSMET İNÖNÜ PARKI,2017-08-24,2017-09-29,2144,2296,9088.0,152,7.08955223880597,3040,2017-09-01
NEŞET ERTAŞ PARKI,2016-06-29,2016-08-02,638,775,3160.0,137,21.473354231974923,2740,2016-08-01
KAĞAN GÜRŞEN PARKI,2018-03-23,2018-04-19,0,34,1125.0,34,0.0,680,2018-04-01
İSMET İNÖNÜ PARKI,2020-06-03,2021-08-05,10463,28239,9088.0,17776,169.89391187995795,355520,2021-08-01
ATA PARK,2020-04-01,2020-04-29,0,305,6052.0,305,0.0,6100,2020-04-01
BERFO ANA PARKI,2018-03-21,2018-04-19,0,142,11200.0,142,0.0,2840,2018-04-01
KEMAL SUNAL PARKI,2018-08-31,2018-09-28,207,283,1600.0,76,36.71497584541063,1520,2018-09-01
ŞÜKRAN GÜNGÖR,2016-05-30,2016-06-27,129,313,1058.0,184,142.63565891472868,3680,2016-06-01
BERFO ANA PARKI,2019-04-20,2019-05-22,0,64,11200.0,64,0.0,1280,2019-05-01
RAUF DENKTAŞ PARKI,2017-07-28,2017-08-24,881,1109,5562.0,228,25.879682179341657,4560,2017-08-01
KEMAL SUNAL PARKI,2016-05-27,2016-06-25,178,694,1600.0,516,289.8876404494382,10320,2016-06-01
HAMZA AKSOY PARKI,2019-12-04,2020-06-04,21,67,1916.0,46,219.04761904761907,920,2020-06-01
NEJAT UYGUR PARKI,2019-05-22,2019-06-27,155,242,1470.0,87,56.12903225806451,1740,2019-06-01
TEOMAN ÖZTÜRK PARKI,2019-03-26,2019-04-25,0,6,8000.0,6,0.0,120,2019-04-01
BERFO ANA PARKI,2021-11-30,2022-05-05,0,509,11200.0,509,0.0,10180,2022-05-01
SEMA YAZAR PARKI,2018-11-01,2019-06-28,316,412,2850.0,96,30.37974683544304,1920,2019-06-01
ATAPARK,2021-08-04,2021-09-02,1435,2247,8271.0,812,56.58536585365853,16240,2021-09-01
EFE ECE DALMANOĞLU PARKI,2019-09-05,2019-10-03,3,50,25.0,47,1566.6666666666665,940,2019-10-01
KEMAL SUNAL PARKI,2019-06-27,2019-07-29,294,325,1600.0,31,10.54421768707483,620,2019-07-01
YUNUS EMRE PARKI,2016-11-02,2017-04-27,0,268,4847.0,268,0.0,5360,2017-04-01
NEJAT UYGUR PARKI,2020-11-03,2021-04-27,0,12,1470.0,12,0.0,240,2021-04-01
SÜLEYMAN TÜRKOĞLU PARKI,2017-08-25,2017-09-28,437,492,1919.0,55,12.585812356979407,1100,2017-09-01
ŞÜKRAN GÜNGÖR,2019-06-29,2019-08-02,207,224,1058.0,17,8.212560386473431,340,2019-08-01
ATAPARK,2019-11-06,2020-06-04,91,4582,8271.0,4491,4935.164835164835,89820,2020-06-01
BERFO ANA PARKI,2017-04-25,2017-05-29,0,2149,11200.0,2149,0.0,42980,2017-05-01
AFET İNAN PARKI,2022-05-06,2022-06-03,9,69,534.0,60,666.6666666666667,1200,2022-06-01
BERFO ANA PARKI,2019-07-29,2019-09-03,2424,2479,11200.0,55,2.268976897689769,1100,2019-09-01
ATA PARK,2017-07-29,2017-08-29,1086,2012,6052.0,926,85.2670349907919,18520,2017-08-01
KEMAL SUNAL PARKI,2017-06-22,2017-07-27,393,1582,1600.0,1189,302.54452926208654,23780,2017-07-01
YUNUS EMRE PARKI,2020-01-04,2020-06-04,53,118,4847.0,65,122.64150943396226,1300,2020-06-01
TEOMAN ÖZTÜRK PARKI,2022-09-05,2022-10-06,1161,1188,8000.0,27,2.3255813953488373,540,2022-10-01
BERFO ANA PARKI,2021-09-02,2021-09-30,1131,1528,11200.0,397,35.10167992926614,7940,2021-09-01
KEMAL SUNAL PARKI,2016-05-02,2016-05-27,0,264,1600.0,264,0.0,5280,2016-05-01
NEJAT UYGUR PARKI,2018-10-30,2019-05-22,10,235,1470.0,225,2250.0,4500,2019-05-01
GÜLTEN ÇAPAR PARKI,2017-03-28,2017-04-26,0,196,267.0,196,0.0,3920,2017-04-01
SÜLEYMAN TÜRKOĞLU PARKI,2016-11-02,2017-05-26,0,431,1919.0,431,0.0,8620,2017-05-01
ŞÜKRAN GÜNGÖR,2018-07-24,2018-08-31,272,275,1058.0,3,1.1029411764705883,60,2018-08-01
ATA PARK,2022-05-05,2022-06-06,177,450,6052.0,273,154.23728813559322,5460,2022-06-01
SEHERGÜL ATEŞ,2016-05-31,2016-06-28,50,415,400.0,365,730.0,7300,2016-06-01
RAUF DENKTAŞ PARKI,2019-11-02,2020-08-04,1947,2779,5562.0,832,42.732408834103744,16640,2020-08-01
RAUF DENKTAŞ PARKI,2016-07-30,2016-08-29,934,1355,5562.0,421,45.07494646680942,8420,2016-08-01
GÜLTEN ÇAPAR PARKI,2021-01-06,2021-06-02,1,4,267.0,3,300.0,60,2021-06-01
ŞÜKRAN GÜNGÖR,2021-06-29,2021-09-02,408,490,1058.0,82,20.098039215686274,1640,2021-09-01
NEJAT UYGUR PARKI,2020-09-04,2020-10-05,239,338,1470.0,99,41.42259414225941,1980,2020-10-01
AFET İNAN PARKI,2021-11-02,2022-05-06,0,11,534.0,11,0.0,220,2022-05-01
NECATİ YURTTAKALAN PARKI,2017-03-29,2017-04-26,0,30,1011.0,30,0.0,600,2017-04-01
TEOMAN EREL PARKI,2017-04-27,2017-05-27,0,275,2765.0,275,0.0,5500,2017-05-01
BERFO ANA PARKI,2018-06-22,2018-07-24,2124,3534,11200.0,1410,66.38418079096046,28200,2018-07-01
RAUF DENKTAŞ PARKI,2020-11-04,2021-08-03,1649,2477,5562.0,828,50.212249848392965,16560,2021-08-01
AYTEN BAYKAL PARKI,2016-05-02,2016-05-30,0,3,2236.0,3,0.0,60,2016-05-01
NEJAT UYGUR PARKI,2017-06-23,2017-07-27,356,786,1470.0,430,120.78651685393258,8600,2017-07-01
BERFO ANA PARKI,2016-07-30,2016-08-31,1948,2352,11200.0,404,20.739219712525667,8080,2016-08-01
YUNUS EMRE PARKI,2020-11-05,2021-08-31,2238,7655,4847.0,5417,242.04647006255584,108340,2021-08-01
İSMET İNÖNÜ PARKI,2021-10-04,2022-06-06,911,921,9088.0,10,1.0976948408342482,200,2022-06-01
İLHAN ERDOST PARKI,2016-07-30,2016-08-31,465,667,2676.0,202,43.44086021505376,4040,2016-08-01
SÜLEYMAN TÜRKOĞLU PARKI,2017-05-26,2017-06-28,190,217,1919.0,27,14.210526315789473,540,2017-06-01
NEŞET ERTAŞ PARKI,2020-10-06,2021-06-30,632,2474,3160.0,1842,291.45569620253167,36840,2021-06-01
İLHAN ERDOST PARKI,2016-06-25,2016-07-30,531,834,2676.0,303,57.06214689265536,6060,2016-07-01
EFE ECE DALMANOĞLU PARKI,2019-07-30,2019-09-05,5,21,25.0,16,320.0,320,2019-09-01
SEMA YAZAR PARKI,2020-11-05,2021-06-28,240,406,2850.0,166,69.16666666666667,3320,2021-06-01
ATA PARK,2023-07-07,2023-08-04,1139,1201,6052.0,62,5.443371378402107,1240,2023-08-01
YUNUS EMRE PARKI,2017-06-28,2017-07-28,1072,1414,4847.0,342,31.902985074626866,6840,2017-07-01
KEMAL SUNAL PARKI,2020-07-03,2020-08-04,330,761,1600.0,431,130.60606060606062,8620,2020-08-01
NEŞET ERTAŞ PARKI,2017-03-28,2017-04-26,0,188,3160.0,188,0.0,3760,2017-04-01
TEOMAN EREL PARKI,2023-07-06,2023-08-04,538,582,2765.0,44,8.178438661710038,880,2023-08-01
NEŞET ERTAŞ PARKI,2017-08-28,2017-09-30,698,1956,3160.0,1258,180.22922636103152,25160,2017-09-01
TEOMAN EREL PARKI,2022-05-06,2022-06-02,30,162,2765.0,132,440.00000000000006,2640,2022-06-01
NEJAT UYGUR PARKI,2019-09-04,2019-10-03,209,409,1470.0,200,95.69377990430623,4000,2019-10-01
BERFO ANA PARKI,2016-04-27,2016-05-27,0,1154,11200.0,1154,0.0,23080,2016-05-01
KAĞAN GÜRŞEN PARKI,2022-11-01,2023-06-01,3,85,1125.0,82,2733.333333333333,1640,2023-06-01
KEMAL SUNAL PARKI,2017-03-29,2017-05-25,0,394,1600.0,394,0.0,7880,2017-05-01
KEMAL SUNAL PARKI,2022-09-05,2022-09-29,197,513,1600.0,316,160.40609137055836,6320,2022-09-01
NEJAT UYGUR PARKI,2021-04-27,2021-05-31,0,6,1470.0,6,0.0,120,2021-05-01
İLHAN ERDOST PARKI,2018-07-24,2018-09-01,709,1073,2676.0,364,51.33991537376586,7280,2018-09-01
TEOMAN EREL PARKI,2017-06-30,2017-08-01,661,816,2765.0,155,23.44931921331316,3100,2017-08-01
NASUH AKAR PARKI,2017-06-28,2017-07-27,174,251,803.0,77,44.252873563218394,1540,2017-07-01
HAMZA AKSOY PARKI,2018-04-20,2018-05-24,0,82,1916.0,82,0.0,1640,2018-05-01
ŞÜKRAN GÜNGÖR,2017-10-26,2018-04-20,7,25,1058.0,18,257.14285714285717,360,2018-04-01
KEMAL SUNAL PARKI,2021-08-02,2021-08-31,288,362,1600.0,74,25.694444444444443,1480,2021-08-01
ATA PARK,2016-08-02,2016-09-02,970,1461,6052.0,491,50.618556701030926,9820,2016-09-01
EFE ECE DALMANOĞLU PARKI,2017-07-27,2017-08-28,4,9,25.0,5,125.0,100,2017-08-01
İSMET İNÖNÜ PARKI,2018-07-26,2018-09-04,2462,3309,9088.0,847,34.402924451665314,16940,2018-09-01
RAUF DENKTAŞ PARKI,2020-08-04,2020-09-05,1363,1631,5562.0,268,19.66250917094644,5360,2020-09-01
SÜLEYMAN TÜRKOĞLU PARKI,2016-08-01,2016-09-02,321,648,1919.0,327,101.86915887850468,6540,2016-09-01
TEOMAN ÖZTÜRK PARKI,2022-04-04,2022-05-06,0,4,8000.0,4,0.0,80,2022-05-01
RAUF DENKTAŞ PARKI,2022-09-02,2022-10-03,866,1135,5562.0,269,31.062355658198616,5380,2022-10-01
EFE ECE DALMANOĞLU PARKI,2017-05-30,2017-06-23,1,12,25.0,11,1100.0,220,2017-06-01
EFE ECE DALMANOĞLU PARKI,2019-04-24,2019-05-23,0,2,25.0,2,0.0,40,2019-05-01
EFE ECE DALMANOĞLU PARKI,2017-09-30,2018-05-22,1,3,25.0,2,200.0,40,2018-05-01
KEMAL SUNAL PARKI,2023-08-03,2023-09-02,426,633,1600.0,207,48.59154929577465,4140,2023-09-01
İLHAN ERDOST PARKI,2021-02-04,2021-07-01,274,687,2676.0,413,150.72992700729927,8260,2021-07-01
SEMA YAZAR PARKI,2022-08-03,2022-09-05,556,860,2850.0,304,54.67625899280576,6080,2022-09-01
ŞÜKRAN GÜNGÖR,2020-11-03,2021-05-31,0,147,1058.0,147,0.0,2940,2021-05-01
BERFO ANA PARKI,2020-04-29,2020-06-02,57,748,11200.0,691,1212.280701754386,13820,2020-06-01
RAUF DENKTAŞ PARKI,2021-11-01,2022-04-28,0,606,5562.0,606,0.0,12120,2022-04-01
ŞÜKRAN GÜNGÖR,2023-08-03,2023-09-05,289,309,1058.0,20,6.920415224913495,400,2023-09-01
NECATİ YURTTAKALAN PARKI,2019-11-05,2020-06-04,11,46,1011.0,35,318.1818181818182,700,2020-06-01
İSMET İNÖNÜ PARKI,2018-10-03,2019-07-01,1729,14440,9088.0,12711,735.1648351648352,254220,2019-07-01
AFET İNAN PARKI,2022-11-04,2023-08-05,184,334,534.0,150,81.52173913043478,3000,2023-08-01
HAMZA AKSOY PARKI,2018-11-02,2019-05-23,0,72,1916.0,72,0.0,1440,2019-05-01
YUNUS EMRE PARKI,2016-05-31,2016-06-29,629,1190,4847.0,561,89.1891891891892,11220,2016-06-01
BERFO ANA PARKI,2017-07-27,2017-08-24,1927,2843,11200.0,916,47.53502854177478,18320,2017-08-01
YUNUS EMRE PARKI,2016-06-29,2016-08-02,979,1886,4847.0,907,92.64555669050051,18140,2016-08-01
NEJAT UYGUR PARKI,2020-08-05,2020-09-04,343,659,1470.0,316,92.12827988338192,6320,2020-09-01
SÜLEYMAN TÜRKOĞLU PARKI,2016-03-29,2016-06-29,249,759,1919.0,510,204.81927710843374,10200,2016-06-01
ŞÜKRAN GÜNGÖR,2018-08-31,2018-10-02,150,266,1058.0,116,77.33333333333333,2320,2018-10-01
BERFO ANA PARKI,2018-05-23,2018-06-22,1112,1532,11200.0,420,37.76978417266187,8400,2018-06-01
İLHAN ERDOST PARKI,2019-04-22,2019-05-22,0,11,2676.0,11,0.0,220,2019-05-01
TEOMAN EREL PARKI,2020-11-04,2021-05-31,0,91,2765.0,91,0.0,1820,2021-05-01
İSMET İNÖNÜ PARKI,2022-08-04,2022-09-06,1756,1915,9088.0,159,9.054669703872438,3180,2022-09-01
İLHAN ERDOST PARKI,2019-12-02,2020-06-01,6,153,2676.0,147,2450.0,2940,2020-06-01
KEMAL SUNAL PARKI,2019-11-01,2020-07-03,239,735,1600.0,496,207.53138075313808,9920,2020-07-01
İSMET İNÖNÜ PARKI,2017-10-25,2018-05-21,76,159,9088.0,83,109.21052631578947,1660,2018-05-01
SÜLEYMAN TÜRKOĞLU PARKI,2017-07-27,2017-08-25,340,528,1919.0,188,55.294117647058826,3760,2017-08-01
İLHAN ERDOST PARKI,2016-05-27,2016-06-25,297,566,2676.0,269,90.57239057239057,5380,2016-06-01
GÜLTEN ÇAPAR PARKI,2020-07-03,2020-08-03,53,54,267.0,1,1.8867924528301887,20,2020-08-01
ŞÜKRAN GÜNGÖR,2021-09-02,2021-09-30,106,144,1058.0,38,35.84905660377358,760,2021-09-01
SÜLEYMAN TÜRKOĞLU PARKI,2019-07-29,2019-09-03,415,432,1919.0,17,4.096385542168675,340,2019-09-01
KEMAL SUNAL PARKI,2022-03-29,2022-05-31,0,164,1600.0,164,0.0,3280,2022-05-01
NEJAT UYGUR PARKI,2021-06-29,2021-08-03,312,788,1470.0,476,152.56410256410254,9520,2021-08-01